question_id,prompt,correct_answer,naive_answer,as_of_day,subject,domain
q1418,"As of day 32, what is the current value for spec_14?",v2,v10,32,spec_14,slow
q1925,"As of day 42, what was the value for mdl_2?",v4,v10,42,mdl_2,medium
q1589,"As of day 25, what was the value for api_4?",v9,v21,25,api_4,medium
q1528,"As of day 4, what is the value for inc_9?",v3,v45,4,inc_9,fast
q1555,"As of day 16, what is the value for inc_9?",v3,v45,16,inc_9,fast
q1351,"As of day 48, what was the value for doc_15?",v6,v49,48,doc_15,fast
q1402,"As of day 8, what is the value for spec_3?",v1,v7,8,spec_3,slow
q1736,"As of day 39, what was the value for hw_7?",v4,v9,39,hw_7,slow
q1545,"As of day 14, what is the value for doc_13?",v2,v50,14,doc_13,fast
q1799,"As of day 9, what is the value for sts_3?",v2,v50,9,sts_3,fast
q1988,"As of day 3, what is the value for sts_8?",v2,v49,3,sts_8,fast
q1835,"As of day 24, what was the value for mdl_3?",v5,v20,24,mdl_3,medium
q1305,"As of day 5, what is the value for hw_0?",v2,v11,5,hw_0,slow
q1781,"As of day 40, what was the value for inc_12?",v1,v54,40,inc_12,fast
q1484,"As of day 54, what was the value for inc_2?",v15,v49,54,inc_2,fast
q1806,"As of day 8, what is the value for doc_19?",v3,v45,8,doc_19,fast
q1251,"As of day 5, what is the value for spec_1?",v1,v19,5,spec_1,slow
q1599,"As of day 8, what is the value for doc_19?",v3,v45,8,doc_19,fast
q1670,"As of day 12, what is the value for doc_5?",v1,v46,12,doc_5,fast
q1749,"As of day 4, what is the value for sts_20?",v1,v50,4,sts_20,fast
q1974,"As of day 47, what was the value for doc_9?",v5,v46,47,doc_9,fast
q1401,"As of day 4, what is the value for sts_6?",v1,v43,4,sts_6,fast
q1467,"As of day 14, what is the value for inc_17?",v2,v43,14,inc_17,fast
q1217,"As of day 26, what was the value for mdl_5?",v1,v24,26,mdl_5,medium
q1623,"As of day 3, what is the value for doc_18?",v1,v49,3,doc_18,fast
q1337,"As of day 53, what was the value for inc_21?",v1,v48,53,inc_21,fast
q1832,"As of day 4, what is the value for doc_16?",v4,v51,4,doc_16,fast
q1968,"As of day 8, what is the value for mdl_13?",v3,v18,8,mdl_13,medium
q1363,"As of day 12, what is the value for sts_9?",v1,v50,12,sts_9,fast
q1273,"As of day 18, what was the value for mdl_14?",v4,v21,18,mdl_14,medium
q1218,"As of day 10, what is the value for doc_3?",v7,v50,10,doc_3,fast
q1714,"As of day 3, what is the value for hw_6?",v1,v12,3,hw_6,slow
q1977,"As of day 55, what was the value for mdl_2?",v4,v10,55,mdl_2,medium
q1431,"As of day 47, what was the value for sts_18?",v2,v48,47,sts_18,fast
q1234,"As of day 5, what is the value for sts_1?",v2,v52,5,sts_1,fast
q1267,"As of day 2, what is the value for sts_7?",v2,v51,2,sts_7,fast
q1289,"As of day 16, what is the value for inc_19?",v1,v46,16,inc_19,fast
q1577,"As of day 5, what is the value for mdl_5?",v1,v24,5,mdl_5,medium
q981,"As of day 6, what is the value for spec_3?",v1,v7,6,spec_3,slow
q1367,"As of day 8, what is the value for mdl_3?",v3,v20,8,mdl_3,medium
q1242,"As of day 3, what is the value for inc_11?",v3,v41,3,inc_11,fast
q1846,"As of day 25, what was the value for inc_2?",v15,v49,25,inc_2,fast
q1227,"As of day 14, what is the value for hw_2?",v1,v8,14,hw_2,slow
q1397,"As of day 42, what was the value for mdl_10?",v1,v20,42,mdl_10,medium
q1866,"As of day 5, what is the value for sts_14?",v5,v51,5,sts_14,fast
q1717,"As of day 37, what was the value for prc_8?",v1,v14,37,prc_8,medium
q1450,"As of day 15, what was the value for doc_10?",v6,v50,15,doc_10,fast
q1849,"As of day 7, what was the value for api_9?",v1,v19,7,api_9,medium
q265,"As of day 3, what was the value for mdl_8?",v1,v20,3,mdl_8,medium
q1972,"As of day 6, what is the value for hw_12?",v2,v12,6,hw_12,slow
q1333,"As of day 9, what was the value for spec_10?",v1,v18,9,spec_10,slow
q1608,"As of day 2, what was the value for mdl_2?",v1,v10,2,mdl_2,medium
q1210,"As of day 11, what is the value for inc_16?",v3,v46,11,inc_16,fast
q1829,"As of day 2, what is the value for sts_13?",v2,v51,2,sts_13,fast
q1800,"As of day 8, what is the value for api_5?",v2,v15,8,api_5,medium
q1845,"As of day 10, what is the value for api_5?",v3,v15,10,api_5,medium
q1896,"As of day 19, what was the value for doc_18?",v1,v49,19,doc_18,fast
q1957,"As of day 10, what is the value for spec_11?",v1,v20,10,spec_11,slow
q1591,"As of day 2, what is the value for hw_10?",v1,v10,2,hw_10,slow
q1773,"As of day 15, what is the value for hw_0?",v3,v11,15,hw_0,slow
q1631,"As of day 5, what is the value for sts_2?",v2,v47,5,sts_2,fast
q1440,"As of day 16, what is the value for inc_20?",v3,v50,16,inc_20,fast
q1778,"As of day 2, what is the value for inc_11?",v2,v41,2,inc_11,fast
q1379,"As of day 5, what is the value for mdl_13?",v2,v18,5,mdl_13,medium
q1947,"As of day 13, what is the value for api_11?",v2,v20,13,api_11,medium
q1563,"As of day 3, what is the value for inc_16?",v2,v46,3,inc_16,fast
q1684,"As of day 12, what is the value for inc_7?",v2,v48,12,inc_7,fast
q1507,"As of day 39, what was the value for sts_15?",v1,v50,39,sts_15,fast
q1354,"As of day 6, what is the value for sts_1?",v2,v52,6,sts_1,fast
q1918,"As of day 12, what is the value for doc_3?",v7,v50,12,doc_3,fast
q1842,"As of day 43, what is the current value for spec_4?",v4,v18,43,spec_4,slow
q1520,"As of day 7, what is the value for hw_0?",v3,v11,7,hw_0,slow
q1856,"As of day 6, what is the value for spec_11?",v1,v20,6,spec_11,slow
q1336,"As of day 16, what is the value for inc_9?",v3,v45,16,inc_9,fast
q1916,"As of day 12, what is the value for spec_14?",v2,v10,12,spec_14,slow
q1334,"As of day 5, what is the value for mdl_10?",v1,v20,5,mdl_10,medium
q363,"As of day 17, what was the value for api_5?",v3,v15,17,api_5,medium
q1767,"As of day 6, what is the value for mdl_1?",v3,v20,6,mdl_1,medium
q1443,"As of day 15, what is the value for sts_8?",v2,v49,15,sts_8,fast
q1231,"As of day 13, what is the value for prc_4?",v2,v18,13,prc_4,medium
q1750,"As of day 56, what was the value for spec_1?",v2,v19,56,spec_1,slow
q1433,"As of day 4, what is the value for mdl_14?",v2,v21,4,mdl_14,medium
q1905,"As of day 8, what is the value for mdl_4?",v1,v16,8,mdl_4,medium
q1786,"As of day 3, what is the value for sts_4?",v1,v51,3,sts_4,fast
q1616,"As of day 13, what is the value for inc_0?",v1,v45,13,inc_0,fast
q1261,"As of day 15, what was the value for mdl_13?",v3,v18,15,mdl_13,medium
q1961,"As of day 34, what was the value for inc_3?",v3,v46,34,inc_3,fast
q1614,"As of day 11, what is the value for inc_5?",v7,v39,11,inc_5,fast
q1838,"As of day 2, what is the value for sts_16?",v1,v45,2,sts_16,fast
q1512,"As of day 24, what was the value for doc_10?",v6,v50,24,doc_10,fast
q1696,"As of day 53, what was the value for sts_13?",v6,v51,53,sts_13,fast
q1984,"As of day 27, what was the value for api_8?",v3,v27,27,api_8,medium
q1756,"As of day 3, what is the value for sts_16?",v1,v45,3,sts_16,fast
q1707,"As of day 7, what is the value for hw_1?",v1,v10,7,hw_1,slow
q1556,"As of day 6, what is the value for prc_2?",v2,v16,6,prc_2,medium
q1348,"As of day 26, what was the value for sts_0?",v3,v47,26,sts_0,fast
q1307,"As of day 13, what is the value for sts_19?",v1,v48,13,sts_19,fast
q533,"As of day 4, what is the value for sts_16?",v1,v45,4,sts_16,fast
q1272,"As of day 6, what is the value for doc_7?",v1,v50,6,doc_7,fast
q1439,"As of day 3, what is the value for sts_13?",v3,v51,3,sts_13,fast
q1636,"As of day 46, what was the value for sts_3?",v2,v50,46,sts_3,fast
q1884,"As of day 16, what is the value for spec_3?",v1,v7,16,spec_3,slow
q1378,"As of day 9, what is the value for prc_0?",v3,v22,9,prc_0,medium
q1931,"As of day 8, what is the value for spec_14?",v1,v10,8,spec_14,slow
q1339,"As of day 14, what is the value for inc_14?",v1,v45,14,inc_14,fast
q1877,"As of day 2, what is the value for sts_2?",v2,v47,2,sts_2,fast
q1474,"As of day 4, what is the value for prc_7?",v2,v11,4,prc_7,medium
q1747,"As of day 12, what is the value for prc_7?",v2,v11,12,prc_7,medium
q1235,"As of day 12, what is the value for hw_7?",v2,v9,12,hw_7,slow
q1313,"As of day 3, what is the value for sts_14?",v3,v51,3,sts_14,fast
q1239,"As of day 9, what is the value for inc_19?",v1,v46,9,inc_19,fast
q1805,"As of day 5, what is the value for inc_20?",v3,v50,5,inc_20,fast
q1355,"As of day 28, what was the value for inc_23?",v1,v41,28,inc_23,fast
q1851,"As of day 38, what was the value for api_10?",v5,v22,38,api_10,medium
q1721,"As of day 13, what is the value for mdl_5?",v1,v24,13,mdl_5,medium
q1689,"As of day 3, what is the value for doc_0?",v2,v49,3,doc_0,fast
q1873,"As of day 27, what is the value for spec_3?",v2,v7,27,spec_3,slow
q1534,"As of day 15, what is the value for sts_5?",v5,v45,15,sts_5,fast
q1375,"As of day 3, what is the value for sts_9?",v1,v50,3,sts_9,fast
q1831,"As of day 6, what was the value for hw_11?",v4,v16,6,hw_11,slow
q1926,"As of day 2, what is the value for mdl_5?",v1,v24,2,mdl_5,medium
q1340,"As of day 44, what was the value for inc_22?",v5,v48,44,inc_22,fast
q1871,"As of day 7, what is the value for spec_8?",v1,v22,7,spec_8,slow
q1634,"As of day 13, what is the value for inc_15?",v2,v46,13,inc_15,fast
q1302,"As of day 9, what is the value for sts_13?",v6,v51,9,sts_13,fast
q1654,"As of day 15, what is the value for sts_13?",v6,v51,15,sts_13,fast
q1256,"As of day 4, what is the value for mdl_9?",v2,v19,4,mdl_9,medium
q1565,"As of day 23, what was the value for hw_0?",v3,v11,23,hw_0,slow
q1244,"As of day 3, what is the value for inc_2?",v2,v49,3,inc_2,fast
q1981,"As of day 55, what was the value for sts_24?",v2,v47,55,sts_24,fast
q1909,"As of day 5, what is the value for api_12?",v1,v27,5,api_12,medium
q1495,"As of day 38, what was the value for prc_0?",v3,v22,38,prc_0,medium
q1446,"As of day 5, what is the value for mdl_7?",v2,v20,5,mdl_7,medium
q1917,"As of day 55, what is the current value for spec_4?",v4,v18,55,spec_4,slow
q1723,"As of day 15, what is the value for inc_7?",v2,v48,15,inc_7,fast
q1325,"As of day 4, what is the value for sts_1?",v2,v52,4,sts_1,fast
q1863,"As of day 15, what is the value for api_5?",v3,v15,15,api_5,medium
q1775,"As of day 13, what is the value for spec_5?",v1,v13,13,spec_5,slow
q1907,"As of day 12, what is the value for doc_18?",v1,v49,12,doc_18,fast
q1544,"As of day 10, what is the value for sts_18?",v2,v48,10,sts_18,fast
q1578,"As of day 3, what is the value for api_6?",v1,v29,3,api_6,medium
q1371,"As of day 4, what is the value for inc_3?",v3,v46,4,inc_3,fast
q1765,"As of day 57, what is the current value for spec_13?",v3,v13,57,spec_13,slow
q1425,"As of day 16, what is the value for spec_4?",v4,v18,16,spec_4,slow
q1248,"As of day 11, what is the value for mdl_3?",v3,v20,11,mdl_3,medium
q1697,"As of day 54, what was the value for prc_7?",v2,v11,54,prc_7,medium
q1462,"As of day 16, what is the value for sts_13?",v6,v51,16,sts_13,fast
q1888,"As of day 6, what is the value for doc_4?",v5,v48,6,doc_4,fast
q1592,"As of day 12, what is the value for mdl_13?",v3,v18,12,mdl_13,medium
q1861,"As of day 4, what is the value for doc_5?",v1,v46,4,doc_5,fast
q1853,"As of day 8, what is the value for hw_5?",v2,v10,8,hw_5,slow
q1825,"As of day 30, what was the value for mdl_8?",v1,v20,30,mdl_8,medium
q1830,"As of day 10, what is the value for doc_5?",v1,v46,10,doc_5,fast
q1488,"As of day 10, what is the value for hw_13?",v2,v13,10,hw_13,slow
q1785,"As of day 30, what was the value for spec_13?",v3,v13,30,spec_13,slow
q1941,"As of day 9, what is the value for api_8?",v3,v27,9,api_8,medium
q1475,"As of day 3, what is the value for prc_1?",v2,v26,3,prc_1,medium
q1369,"As of day 9, what is the value for doc_2?",v2,v49,9,doc_2,fast
q1590,"As of day 56, what was the value for doc_17?",v3,v43,56,doc_17,fast
q1872,"As of day 8, what is the value for sts_6?",v1,v43,8,sts_6,fast
q1286,"As of day 4, what is the value for prc_1?",v3,v26,4,prc_1,medium
q1370,"As of day 47, what was the value for spec_8?",v1,v22,47,spec_8,slow
q1391,"As of day 10, what is the value for sts_8?",v2,v49,10,sts_8,fast
q1782,"As of day 37, what was the value for hw_3?",v1,v7,37,hw_3,slow
q1470,"As of day 4, what is the value for api_9?",v1,v19,4,api_9,medium
q1303,"As of day 8, what is the value for spec_9?",v2,v14,8,spec_9,slow
q1301,"As of day 5, what is the value for inc_6?",v2,v52,5,inc_6,fast
q1422,"As of day 14, what is the value for hw_9?",v1,v5,14,hw_9,slow
q1839,"As of day 46, what is the current value for spec_6?",v3,v10,46,spec_6,slow
q276,"As of day 12, what is the value for api_8?",v3,v27,12,api_8,medium
q683,"As of day 6, what is the value for sts11?",v1,v42,6,sts11,fast
q936,"As of day 29, what is the value for api7?",v1,v20,29,api7,medium
q1213,"As of day 57, what is the value for sts1?",v1,v44,57,sts1,fast
q1241,"As of day 59, what is the value for sts18?",v1,v47,59,sts18,fast
q1290,"As of day 21, what is the value for hw7?",v1,v9,21,hw7,slow
q1292,"As of day 51, what was the value for hw3?",v1,v5,51,hw3,slow
q1300,"As of day 15, what is the value for api1?",v1,v15,15,api1,medium
q1364,"As of day 4, what is the value for sts15?",v1,v51,4,sts15,fast
q1374,"As of day 6, what was the value for hw8?",v1,v7,6,hw8,slow
q1380,"As of day 53, what was the value for api5?",v1,v12,53,api5,medium
q1382,"As of day 31, what is the value for sts9?",v1,v48,31,sts9,fast
q1390,"As of day 34, what is the value for sts4?",v1,v44,34,sts4,fast
q1407,"As of day 57, what is the value for sts13?",v1,v45,57,sts13,fast
q1442,"As of day 32, what was the value for api8?",v1,v10,32,api8,medium
q1463,"As of day 48, what is the value for api9?",v1,v14,48,api9,medium
q1489,"As of day 31, what is the value for hw5?",v1,v6,31,hw5,slow
q1513,"As of day 40, what is the value for hw6?",v1,v11,40,hw6,slow
q1526,"As of day 48, what was the value for sts8?",v1,v47,48,sts8,fast
q1547,"As of day 44, what is the value for hw5?",v1,v6,44,hw5,slow
q1553,"As of day 50, what is the value for sts3?",v1,v42,50,sts3,fast
q1570,"As of day 42, what was the value for sts17?",v1,v43,42,sts17,fast
q1587,"As of day 19, what is the value for api7?",v1,v20,19,api7,medium
q1650,"As of day 23, what is the value for sts19?",v1,v50,23,sts19,fast
q1668,"As of day 59, what was the value for sts9?",v1,v48,59,sts9,fast
q1669,"As of day 33, what was the value for sts3?",v1,v42,33,sts3,fast
q1675,"As of day 32, what is the value for sts6?",v1,v46,32,sts6,fast
q1702,"As of day 21, what is the value for sts12?",v1,v42,21,sts12,fast
q1704,"As of day 37, what is the value for hw7?",v1,v9,37,hw7,slow
q1709,"As of day 52, what is the value for api6?",v1,v8,52,api6,medium
q1735,"As of day 25, what was the value for sts13?",v1,v45,25,sts13,fast
q1769,"As of day 26, what was the value for hw2?",v1,v5,26,hw2,slow
q1787,"As of day 47, what was the value for sts5?",v1,v44,47,sts5,fast
q1804,"As of day 32, what was the value for sts15?",v1,v51,32,sts15,fast
q1811,"As of day 35, what is the value for hw2?",v1,v5,35,hw2,slow
q1821,"As of day 6, what was the value for hw4?",v1,v6,6,hw4,slow
q1836,"As of day 16, what is the value for hw6?",v1,v11,16,hw6,slow
q1874,"As of day 26, what is the value for api5?",v1,v12,26,api5,medium
q1885,"As of day 31, what was the value for hw2?",v1,v5,31,hw2,slow
q1908,"As of day 16, what is the value for sts15?",v1,v51,16,sts15,fast
q1942,"As of day 5, what is the value for sts7?",v1,v44,5,sts7,fast
q1950,"As of day 4, what is the value for api1?",v1,v15,4,api1,medium
q1978,"As of day 26, what was the value for hw2?",v1,v5,26,hw2,slow
q1991,"As of day 11, what is the value for sts11?",v1,v42,11,sts11,fast
q1992,"As of day 40, what is the value for api4?",v1,v20,40,api4,medium
